chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	75789511	75789512	del:chr1:75789511:+	1000	+	50	72	0.6944	6.649e-112	8.039e-109	First intron	ENSG00000137955.17		Genic
chr1	145287823	145287824	del:chr1:145287823:+	1000	+	27	54	0.5	2.403e-55	1.453e-52	tRNA*	ENSG00000276216.2	""	ncRNA
chr1	204506582	204506583	del:chr1:204506582:+	1000	+	17	31	0.5484	2.574e-36	1.037e-33	tRNA*			ncRNA
chr1	28508319	28508320	del:chr1:28508319:+	1000	+	12	18	0.6667	1.603e-27	4.846e-25	3'UTR-distal	ENSG00000180198.18		Genic
chr1	145287822	145287823	del:chr1:145287822:+	1000	+	13	54	0.2407	2.271e-22	5.492e-20	tRNA*	ENSG00000276216.2	""	ncRNA
chr1	32195779	32195780	del:chr1:32195779:+	1000	+	8	15	0.5333	1.249e-17	2.517e-15	3'UTR	ENSG00000084652.17		Genic
chr1	44753862	44753863	del:chr1:44753862:+	1000	+	6	7	0.8571	2.067e-15	3.57e-13	Proximal intronic	ENSG00000142945.14		Genic
chr1	11908239	11908240	del:chr1:11908239:+	955	+	8	54	0.1481	1.847e-12	2.791e-10	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	44753863	44753864	del:chr1:44753863:+	949	+	5	7	0.7143	2.397e-12	3.22e-10	Proximal intronic	ENSG00000142945.14		Genic
chr1	28506960	28506961	del:chr1:28506960:+	902	+	6	19	0.3158	7.803e-12	9.433e-10	3'UTR-distal	ENSG00000180198.18		Genic
chr1	75787944	75787945	del:chr1:75787944:+	854	+	9	114	0.0789	2.586e-11	2.842e-09	First intron	ENSG00000137955.17		Genic
chr1	119733518	119733519	del:chr1:119733518:+	768	+	4	5	0.8	2.216e-10	2.061e-08	Alu	ENSG00000092621.14		TE
chr1	154258401	154258402	del:chr1:154258401:+	768	+	4	5	0.8	2.216e-10	2.061e-08	Deep intronic	ENSG00000143569.21		Genic
chr1	22101866	22101867	del:chr1:22101866:+	743	+	4	6	0.6667	6.634e-10	3.634e-08	3'UTR-distal			Genic
chr1	56655433	56655434	del:chr1:56655433:+	743	+	4	6	0.6667	6.634e-10	3.634e-08	Satellite/LC	ENSG00000162409.13		TE
chr1	111455177	111455178	del:chr1:111455177:+	743	+	4	6	0.6667	6.634e-10	3.634e-08	First intron	ENSG00000116459.12		Genic
chr1	111455178	111455179	del:chr1:111455178:+	743	+	4	6	0.6667	6.634e-10	3.634e-08	First intron	ENSG00000116459.12		Genic
chr1	111455179	111455180	del:chr1:111455179:+	743	+	4	6	0.6667	6.634e-10	3.634e-08	First intron	ENSG00000116459.12		Genic
chr1	203801817	203801818	del:chr1:203801817:+	743	+	4	6	0.6667	6.634e-10	3.634e-08	3'UTR	ENSG00000058673.17	ZC3H11A	Genic
chr1	203801818	203801819	del:chr1:203801818:+	743	+	4	6	0.6667	6.634e-10	3.634e-08	3'UTR	ENSG00000058673.17	ZC3H11A	Genic
chr1	28508727	28508728	del:chr1:28508727:+	743	+	5	17	0.2941	6.914e-10	3.634e-08	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28507536	28507537	del:chr1:28507536:+	743	+	6	35	0.1714	4.505e-10	3.634e-08	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28509148	28509149	del:chr1:28509148:+	743	+	7	65	0.1077	4.666e-10	3.634e-08	3'UTR-distal	ENSG00000180198.18		Genic
chr1	204550465	204550466	del:chr1:204550465:+	710	+	4	7	0.5714	1.545e-09	7.782e-08	3'UTR	ENSG00000198625.16		Genic
chr1	75791903	75791904	del:chr1:75791903:+	682	+	4	8	0.5	3.083e-09	1.491e-07	Deep intronic	ENSG00000137955.17		Genic
chr1	110345545	110345546	del:chr1:110345545:+	658	+	4	9	0.4444	5.538e-09	2.575e-07	CDS	ENSG00000162775.17	RBM15	Genic
chr1	28508320	28508321	del:chr1:28508320:+	623	+	5	29	0.1724	1.293e-08	5.79e-07	3'UTR-distal	ENSG00000180198.18		Genic
chr1	109100572	109100573	del:chr1:109100572:+	620	+	4	11	0.3636	1.445e-08	6.237e-07	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	28509129	28509130	del:chr1:28509129:+	570	+	6	74	0.0811	4.717e-08	1.967e-06	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28508854	28508855	del:chr1:28508854:+	564	+	4	15	0.2667	5.926e-08	2.239e-06	3'UTR-distal	ENSG00000180198.18		Genic
chr1	96787350	96787351	del:chr1:96787350:+	564	+	4	15	0.2667	5.926e-08	2.239e-06	Deep intronic	ENSG00000117569.21		Genic
chr1	110372754	110372755	del:chr1:110372754:+	564	+	4	15	0.2667	5.926e-08	2.239e-06	Deep intronic	ENSG00000224699.13	LAMTOR5-AS1	Genic
chr1	32195780	32195781	del:chr1:32195780:+	553	+	4	16	0.25	7.885e-08	2.889e-06	3'UTR	ENSG00000084652.17		Genic
chr1	76076654	76076655	del:chr1:76076654:+	522	+	3	5	0.6	1.714e-07	5.92e-06	First intron	ENSG00000184005.12	ST6GALNAC3	Genic
chr1	76076655	76076656	del:chr1:76076655:+	522	+	3	5	0.6	1.714e-07	5.92e-06	First intron	ENSG00000184005.12	ST6GALNAC3	Genic
chr1	1474061	1474062	del:chr1:1474061:+	505	+	3	6	0.5	3.421e-07	8.8e-06	3'UTR-distal	ENSG00000160072.21		Genic
chr1	1474062	1474063	del:chr1:1474062:+	505	+	3	6	0.5	3.421e-07	8.8e-06	3'UTR-distal	ENSG00000160072.21		Genic
