chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	90011543	90011544	del:chr1:90011543:+	1000	+	4	8	0.5	1.148e-13	3.901e-12	Deep intronic	ENSG00000162664.18		Genic
chr1	168031723	168031724	del:chr1:168031723:+	1000	+	4	10	0.4	3.442e-13	3.901e-12	Deep intronic	ENSG00000143164.17		Genic
chr1	168031724	168031725	del:chr1:168031724:+	1000	+	4	10	0.4	3.442e-13	3.901e-12	Deep intronic	ENSG00000143164.17		Genic
chr1	86975296	86975297	del:chr1:86975296:+	885	+	3	6	0.5	1.63e-10	1.385e-09	Satellite/LC	ENSG00000153936.18	HS2ST1	TE
chr1	200074820	200074821	del:chr1:200074820:+	490	+	2	10	0.2	1.821e-06	1.238e-05	Deep intronic	ENSG00000116833.15		Genic
chr1	200074819	200074820	del:chr1:200074819:+	489	+	2	11	0.1818	2.225e-06	1.261e-05	Deep intronic	ENSG00000116833.15		Genic
chr1	96782645	96782646	del:chr1:96782645:+	260	+	1	5	0.2	0.001006	0.002461	Deep intronic	ENSG00000117569.21		Genic
chr1	201860604	201860605	del:chr1:201860604:+	260	+	1	5	0.2	0.001006	0.002461	First intron	ENSG00000198700.11		Genic
chr1	213244198	213244199	del:chr1:213244198:+	260	+	1	5	0.2	0.001006	0.002461	Deep intronic	ENSG00000136643.13		Genic
chr1	36062501	36062502	del:chr1:36062501:+	260	+	1	6	0.1667	0.001207	0.002461	3'UTR	ENSG00000126070.21		Genic
chr1	96778169	96778170	del:chr1:96778169:+	260	+	1	6	0.1667	0.001207	0.002461	Satellite/LC	ENSG00000117569.21		TE
chr1	110022374	110022375	del:chr1:110022374:+	260	+	1	6	0.1667	0.001207	0.002461	3'UTR	ENSG00000168710.19		Genic
chr1	169131711	169131712	del:chr1:169131711:+	260	+	1	6	0.1667	0.001207	0.002461	3'UTR	ENSG00000143153.15		Genic
chr1	198181981	198181982	del:chr1:198181981:+	260	+	1	6	0.1667	0.001207	0.002461	First intron	ENSG00000151414.16		Genic
chr1	198181982	198181983	del:chr1:198181982:+	260	+	1	6	0.1667	0.001207	0.002461	First intron	ENSG00000151414.16		Genic
chr1	77783078	77783079	del:chr1:77783078:+	260	+	1	7	0.1429	0.001408	0.002461	First intron	ENSG00000180488.18		Genic
chr1	168469284	168469285	del:chr1:168469284:+	260	+	1	7	0.1429	0.001408	0.002461	Deep intronic	ENSG00000307038.1	""	Genic
chr1	204549689	204549690	del:chr1:204549689:+	260	+	1	7	0.1429	0.001408	0.002461	3'UTR	ENSG00000198625.16		Genic
chr1	36288195	36288196	del:chr1:36288195:+	260	+	1	8	0.125	0.001609	0.002461	LINE	ENSG00000054118.16		TE
chr1	36288196	36288197	del:chr1:36288196:+	260	+	1	8	0.125	0.001609	0.002461	LINE	ENSG00000054118.16		TE
chr1	178176637	178176638	del:chr1:178176637:+	260	+	1	8	0.125	0.001609	0.002461	Satellite/LC	ENSG00000075391.19		TE
chr1	178176638	178176639	del:chr1:178176638:+	260	+	1	8	0.125	0.001609	0.002461	Satellite/LC	ENSG00000075391.19		TE
chr1	26473425	26473426	del:chr1:26473425:+	260	+	1	9	0.1111	0.00181	0.002461	3'UTR-distal	ENSG00000198830.14		Genic
chr1	202507440	202507441	del:chr1:202507440:+	260	+	1	9	0.1111	0.00181	0.002461	Deep intronic	ENSG00000077157.24		Genic
chr1	202507441	202507442	del:chr1:202507441:+	260	+	1	9	0.1111	0.00181	0.002461	Deep intronic	ENSG00000077157.24		Genic
chr1	169132629	169132630	del:chr1:169132629:+	258	+	1	10	0.1	0.002011	0.00263	3'UTR	ENSG00000143153.15		Genic
chr1	200074818	200074819	del:chr1:200074818:+	255	+	1	11	0.0909	0.002212	0.002785	Deep intronic	ENSG00000116833.15		Genic
chr1	24672899	24672900	del:chr1:24672899:+	253	+	1	13	0.0769	0.002613	0.002899	3'UTR	ENSG00000133226.20		Genic
chr1	44776523	44776524	del:chr1:44776523:+	253	+	1	13	0.0769	0.002613	0.002899	3'UTR-distal	ENSG00000142937.13		Genic
chr1	44776536	44776537	del:chr1:44776536:+	253	+	1	13	0.0769	0.002613	0.002899	3'UTR-distal	ENSG00000142937.13		Genic
chr1	44776507	44776508	del:chr1:44776507:+	253	+	1	14	0.0714	0.002814	0.002899	3'UTR-distal	ENSG00000142937.13		Genic
chr1	59873395	59873396	del:chr1:59873395:+	253	+	1	14	0.0714	0.002814	0.002899	3'UTR	ENSG00000134709.14		Genic
chr1	65429015	65429016	del:chr1:65429015:+	253	+	1	14	0.0714	0.002814	0.002899	Satellite/LC	ENSG00000116678.20	LEPR	TE
chr1	28648855	28648856	del:chr1:28648855:+	239	+	1	20	0.05	0.004018	0.004018	Deep intronic			Genic
chr1	35184209	35184210	del:chr1:35184209:-	1000	-	26	76	0.3421	1.203e-76	9.026e-75	3'UTR	ENSG00000116560.12	SFPQ	Genic
chr1	173864380	173864381	del:chr1:173864380:-	1000	-	12	237	0.0506	2.093e-25	7.848e-24	Proximal intronic	ENSG00000234741.11	GAS5	Genic
chr1	151446149	151446150	del:chr1:151446149:-	1000	-	4	7	0.5714	5.74e-14	1.076e-12	First intron	ENSG00000143442.24	POGZ	Genic
chr1	151446150	151446151	del:chr1:151446150:-	1000	-	4	7	0.5714	5.74e-14	1.076e-12	First intron	ENSG00000143442.24	POGZ	Genic
chr1	67410316	67410317	del:chr1:67410316:-	899	-	3	5	0.6	8.15e-11	1.019e-09	3'UTR	ENSG00000142864.16		Genic
chr1	67410317	67410318	del:chr1:67410317:-	899	-	3	5	0.6	8.15e-11	1.019e-09	3'UTR	ENSG00000142864.16		Genic
chr1	67410318	67410319	del:chr1:67410318:-	875	-	3	6	0.5	1.63e-10	1.746e-09	3'UTR	ENSG00000142864.16		Genic
chr1	28580933	28580934	del:chr1:28580933:-	524	-	2	6	0.3333	6.073e-07	5.693e-06	3'UTR-distal	ENSG00000197989.16	SNHG12	Genic
chr1	21172099	21172100	del:chr1:21172099:-	431	-	2	19	0.1053	6.911e-06	4.895e-05	First intron	ENSG00000075151.24	EIF4G3	Genic
chr1	77943963	77943964	del:chr1:77943963:-	431	-	2	19	0.1053	6.911e-06	4.895e-05	3'UTR-distal			Genic
chr1	150220194	150220195	del:chr1:150220194:-	431	-	2	21	0.0952	8.485e-06	4.895e-05	3'UTR	ENSG00000143401.16		Genic
chr1	150220195	150220196	del:chr1:150220195:-	431	-	2	21	0.0952	8.485e-06	4.895e-05	3'UTR	ENSG00000143401.16		Genic
chr1	205713235	205713236	del:chr1:205713235:-	431	-	2	21	0.0952	8.485e-06	4.895e-05	3'UTR	ENSG00000069275.14		Genic
chr1	23977840	23977841	del:chr1:23977840:-	408	-	2	29	0.069	1.639e-05	8.193e-05	First intron	ENSG00000188529.16		Genic
chr1	150220180	150220181	del:chr1:150220180:-	408	-	2	29	0.069	1.639e-05	8.193e-05	3'UTR	ENSG00000143401.16		Genic
chr1	8488074	8488075	del:chr1:8488074:-	255	-	1	5	0.2	0.001006	0.00277	Alu	ENSG00000142599.21		TE
chr1	20987817	20987818	del:chr1:20987817:-	255	-	1	5	0.2	0.001006	0.00277	Deep intronic	ENSG00000075151.24	EIF4G3	Genic
chr1	60618716	60618717	del:chr1:60618716:-	255	-	1	5	0.2	0.001006	0.00277	First intron	ENSG00000226476.8	LINC01748	Genic
chr1	94173588	94173589	del:chr1:94173588:-	255	-	1	5	0.2	0.001006	0.00277	3'UTR	ENSG00000137962.14		Genic
chr1	144560819	144560820	del:chr1:144560819:-	255	-	1	5	0.2	0.001006	0.00277	Other exon	ENSG00000277918.1	RNVU1-28	Genic
chr1	194217634	194217635	del:chr1:194217634:-	255	-	1	5	0.2	0.001006	0.00277	First intron	ENSG00000303114.1	""	Genic
chr1	211747781	211747782	del:chr1:211747781:-	255	-	1	5	0.2	0.001006	0.00277	3'UTR	ENSG00000123684.14		Genic
chr1	30931900	30931901	del:chr1:30931900:-	255	-	1	6	0.1667	0.001207	0.00277	3'UTR	ENSG00000134644.17		Genic
chr1	64923879	64923880	del:chr1:64923879:-	255	-	1	6	0.1667	0.001207	0.00277	First intron	ENSG00000162434.15		Genic
chr1	144560801	144560802	del:chr1:144560801:-	255	-	1	6	0.1667	0.001207	0.00277	Other exon	ENSG00000277918.1	RNVU1-28	Genic
chr1	211794142	211794143	del:chr1:211794142:-	255	-	1	6	0.1667	0.001207	0.00277	First intron	ENSG00000123684.14		Genic
chr1	217599310	217599311	del:chr1:217599310:-	255	-	1	6	0.1667	0.001207	0.00277	LINE	ENSG00000092978.12		TE
chr1	217599311	217599312	del:chr1:217599311:-	255	-	1	6	0.1667	0.001207	0.00277	LINE	ENSG00000092978.12		TE
chr1	221701576	221701577	del:chr1:221701576:-	255	-	1	6	0.1667	0.001207	0.00277	3'UTR	ENSG00000143507.19		Genic
chr1	35065283	35065284	del:chr1:35065283:-	255	-	1	7	0.1429	0.001408	0.00277	Deep intronic			Genic
chr1	154582999	154583000	del:chr1:154582999:-	255	-	1	7	0.1429	0.001408	0.00277	3'UTR	ENSG00000160710.20		Genic
chr1	154583000	154583001	del:chr1:154583000:-	255	-	1	7	0.1429	0.001408	0.00277	3'UTR	ENSG00000160710.20		Genic
chr1	225540696	225540697	del:chr1:225540696:-	255	-	1	7	0.1429	0.001408	0.00277	Satellite/LC	ENSG00000154380.20		TE
chr1	23975336	23975337	del:chr1:23975336:-	255	-	1	8	0.125	0.001609	0.00277	First intron	ENSG00000188529.16		Genic
chr1	30935709	30935710	del:chr1:30935709:-	255	-	1	8	0.125	0.001609	0.00277	Deep intronic	ENSG00000134644.17		Genic
