chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	28508556	28508557	trunc:chr1:28508556:+	1000	+	297	391	0.7596	0	0	3'UTR-distal	ENSG00000180198.18		Genic
chr1	109100232	109100233	trunc:chr1:109100232:+	1000	+	480	1342	0.3577	0	0	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100310	109100311	trunc:chr1:109100310:+	1000	+	1627	5601	0.2905	0	0	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100383	109100384	trunc:chr1:109100383:+	1000	+	1005	3918	0.2565	0	0	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100300	109100301	trunc:chr1:109100300:+	1000	+	1067	4297	0.2483	0	0	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100332	109100333	trunc:chr1:109100332:+	1000	+	2387	9985	0.2391	0	0	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100454	109100455	trunc:chr1:109100454:+	1000	+	581	2454	0.2368	0	0	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	28507363	28507364	trunc:chr1:28507363:+	1000	+	228	315	0.7238	2.251e-303	5.181e-299	3'UTR-distal	ENSG00000180198.18		Genic
chr1	109100378	109100379	trunc:chr1:109100378:+	1000	+	652	5259	0.124	7.342e-280	1.502e-275	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100242	109100243	trunc:chr1:109100242:+	1000	+	376	1894	0.1985	2.131e-235	3.922e-231	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	146376875	146376876	trunc:chr1:146376875:+	1000	+	185	284	0.6514	7.113e-211	1.19e-206	Other exon	ENSG00000273768.1	RNVU1-29	Genic
chr1	109100254	109100255	trunc:chr1:109100254:+	1000	+	400	2742	0.1459	2.291e-198	3.515e-194	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100263	109100264	trunc:chr1:109100263:+	1000	+	377	3296	0.1144	4.654e-151	6.59e-147	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100320	109100321	trunc:chr1:109100320:+	1000	+	527	7084	0.0744	4.828e-130	6.349e-126	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	28507364	28507365	trunc:chr1:28507364:+	1000	+	126	443	0.2844	8.277e-101	1.016e-96	3'UTR-distal	ENSG00000180198.18		Genic
chr1	237603095	237603096	trunc:chr1:237603095:+	1000	+	90	144	0.625	2.827e-100	3.253e-96	Deep intronic	ENSG00000198626.19	RYR2	Genic
chr1	109100430	109100431	trunc:chr1:109100430:+	1000	+	248	2190	0.1132	3.971e-99	4.301e-95	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100292	109100293	trunc:chr1:109100292:+	1000	+	309	3409	0.0906	7.683e-98	7.857e-94	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	36321919	36321920	trunc:chr1:36321919:+	1000	+	89	184	0.4837	3.787e-96	3.669e-92	3'UTR	ENSG00000214193.12	SH3D21	Genic
chr1	28648616	28648617	trunc:chr1:28648616:+	1000	+	99	279	0.3548	3.141e-90	2.891e-86	Other exon	ENSG00000229388.2	TAF12-DT	Genic
chr1	28508921	28508922	trunc:chr1:28508921:+	1000	+	80	157	0.5096	3.998e-89	3.505e-85	3'UTR-distal	ENSG00000180198.18		Genic
chr1	109100240	109100241	trunc:chr1:109100240:+	1000	+	200	1588	0.1259	1.675e-88	1.401e-84	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100280	109100281	trunc:chr1:109100280:+	1000	+	297	3504	0.0848	3.544e-87	2.837e-83	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100316	109100317	trunc:chr1:109100316:+	1000	+	412	6217	0.0663	5.505e-87	4.223e-83	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	28507362	28507363	trunc:chr1:28507362:+	1000	+	61	86	0.7093	1.912e-81	1.408e-77	3'UTR-distal	ENSG00000180198.18		Genic
chr1	109100194	109100195	trunc:chr1:109100194:+	1000	+	79	216	0.3657	9.283e-74	6.573e-70	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	26475257	26475258	trunc:chr1:26475257:+	1000	+	45	47	0.9574	5.904e-73	4.026e-69	3'UTR	ENSG00000198830.14		Genic
chr1	11908191	11908192	trunc:chr1:11908191:+	1000	+	84	260	0.3231	8.899e-73	5.851e-69	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	146376932	146376933	trunc:chr1:146376932:+	1000	+	55	69	0.7971	3.828e-72	2.43e-68	Other exon	ENSG00000273768.1	RNVU1-29	Genic
chr1	46310297	46310298	trunc:chr1:46310297:+	1000	+	85	224	0.3795	1.494e-70	9.166e-67	CDS	ENSG00000173660.13		Genic
chr1	92840717	92840718	trunc:chr1:92840717:+	1000	+	47	53	0.8868	5.334e-69	3.167e-65	Proximal intronic	ENSG00000122406.15		Genic
chr1	237603180	237603181	trunc:chr1:237603180:+	1000	+	70	142	0.493	3.129e-68	1.8e-64	Deep intronic	ENSG00000198626.19	RYR2	Genic
chr1	145281187	145281188	trunc:chr1:145281187:+	1000	+	65	120	0.5417	4.833e-67	2.696e-63	Other exon	ENSG00000207501.1	RNVU1-14	Genic
chr1	237603094	237603095	trunc:chr1:237603094:+	1000	+	47	54	0.8704	3.369e-65	1.824e-61	Deep intronic	ENSG00000198626.19	RYR2	Genic
chr1	26475258	26475259	trunc:chr1:26475258:+	1000	+	55	102	0.5392	1.175e-63	6.183e-60	3'UTR	ENSG00000198830.14		Genic
chr1	75789475	75789476	trunc:chr1:75789475:+	1000	+	47	67	0.7015	1.053e-62	5.241e-59	First intron	ENSG00000137955.17		Genic
chr1	109100288	109100289	trunc:chr1:109100288:+	1000	+	255	3480	0.0733	1.025e-62	5.241e-59	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	75787912	75787913	trunc:chr1:75787912:+	1000	+	88	379	0.2322	1.277e-62	6.185e-59	First intron	ENSG00000137955.17		Genic
chr1	28507460	28507461	trunc:chr1:28507460:+	1000	+	115	738	0.1558	1.842e-61	8.695e-58	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28508557	28508558	trunc:chr1:28508557:+	1000	+	96	490	0.1959	6.285e-61	2.893e-57	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28648615	28648616	trunc:chr1:28648615:+	1000	+	64	180	0.3556	5.176e-59	2.324e-55	Other exon	ENSG00000229388.2	TAF12-DT	Genic
chr1	75789499	75789500	trunc:chr1:75789499:+	1000	+	86	402	0.2139	4.494e-58	1.97e-54	First intron	ENSG00000137955.17		Genic
chr1	109100193	109100194	trunc:chr1:109100193:+	1000	+	56	137	0.4088	4.88e-56	2.089e-52	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	28648598	28648599	trunc:chr1:28648598:+	1000	+	31	32	0.9688	5.3e-51	2.218e-47	Other exon	ENSG00000229388.2	TAF12-DT	Genic
