chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	28506045	28506046	trunc:chr1:28506045:+	303	+	4	6	0.6667	5.802e-06	0.0009322	3'UTR-distal	ENSG00000180198.18		Genic
chr1	230095990	230095991	trunc:chr1:230095990:+	303	+	4	7	0.5714	5.336e-06	0.0009322	First intron	ENSG00000143641.11		Genic
chr1	11908192	11908193	trunc:chr1:11908192:+	303	+	6	20	0.3	2.922e-06	0.0009322	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	28507472	28507473	trunc:chr1:28507472:+	277	+	4	8	0.5	1.377e-05	0.00166	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28508321	28508322	trunc:chr1:28508321:+	273	+	4	9	0.4444	2.008e-05	0.001858	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28509299	28509300	trunc:chr1:28509299:+	273	+	4	9	0.4444	2.313e-05	0.001858	3'UTR-distal	ENSG00000180198.18		Genic
chr1	11908190	11908191	trunc:chr1:11908190:+	261	+	4	10	0.4	4.015e-05	0.002419	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	11908241	11908242	trunc:chr1:11908241:+	261	+	6	30	0.2	3.723e-05	0.002419	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	1478165	1478166	trunc:chr1:1478165:+	253	+	3	5	0.6	8.439e-05	0.002935	3'UTR-distal	ENSG00000160072.21		Genic
chr1	28508914	28508915	trunc:chr1:28508914:+	253	+	3	5	0.6	8.91e-05	0.002935	3'UTR-distal	ENSG00000180198.18		Genic
chr1	36294869	36294870	trunc:chr1:36294869:+	253	+	3	5	0.6	8.159e-05	0.002935	Deep intronic	ENSG00000054118.16		Genic
chr1	66001735	66001736	trunc:chr1:66001735:+	253	+	3	5	0.6	7.762e-05	0.002935	Alu	ENSG00000184588.18	PDE4B	TE
chr1	66024034	66024035	trunc:chr1:66024034:+	253	+	3	5	0.6	9.079e-05	0.002935	First intron	ENSG00000184588.18	PDE4B	Genic
chr1	164673650	164673651	trunc:chr1:164673650:+	253	+	3	5	0.6	9.133e-05	0.002935	Deep intronic	ENSG00000185630.20	PBX1	Genic
chr1	207344721	207344722	trunc:chr1:207344721:+	253	+	4	11	0.3636	5.703e-05	0.002935	Alu	ENSG00000196352.19		TE
chr1	230135865	230135866	trunc:chr1:230135865:+	246	+	3	5	0.6	0.0001141	0.003438	Alu	ENSG00000143641.11		TE
chr1	171528110	171528111	trunc:chr1:171528110:+	239	+	3	6	0.5	0.0001836	0.004022	Proximal intronic	ENSG00000117523.18	PRRC2C	Genic
chr1	207353057	207353058	trunc:chr1:207353057:+	239	+	3	6	0.5	0.0001673	0.004022	Satellite/LC	ENSG00000196352.19		TE
chr1	230077637	230077638	trunc:chr1:230077637:+	239	+	3	6	0.5	0.0001815	0.004022	First intron	ENSG00000143641.11		Genic
chr1	230121962	230121963	trunc:chr1:230121962:+	239	+	3	6	0.5	0.0001826	0.004022	Alu	ENSG00000143641.11		TE
chr1	11908191	11908192	trunc:chr1:11908191:+	239	+	4	14	0.2857	0.0001787	0.004022	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	28509150	28509151	trunc:chr1:28509150:+	239	+	4	14	0.2857	0.0001688	0.004022	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28509114	28509115	trunc:chr1:28509114:+	218	+	3	7	0.4286	0.0003104	0.006504	3'UTR-distal	ENSG00000180198.18		Genic
chr1	1478174	1478175	trunc:chr1:1478174:+	216	+	4	17	0.2353	0.0003438	0.006905	3'UTR-distal	ENSG00000160072.21		Genic
chr1	28507032	28507033	trunc:chr1:28507032:+	212	+	3	8	0.375	0.0004182	0.007566	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28508377	28508378	trunc:chr1:28508377:+	212	+	3	8	0.375	0.00044	0.007566	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28648689	28648690	trunc:chr1:28648689:+	212	+	3	8	0.375	0.0004349	0.007566	Other exon	ENSG00000229388.2	TAF12-DT	Genic
chr1	75787912	75787913	trunc:chr1:75787912:+	212	+	3	8	0.375	0.0004552	0.007566	First intron	ENSG00000137955.17		Genic
chr1	11908242	11908243	trunc:chr1:11908242:+	212	+	5	30	0.1667	0.0004144	0.007566	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	28506046	28506047	trunc:chr1:28506046:+	171	+	3	9	0.3333	0.001198	0.01925	3'UTR-distal	ENSG00000180198.18		Genic
chr1	207330051	207330052	trunc:chr1:207330051:+	170	+	3	11	0.2727	0.001304	0.0197	LINE	ENSG00000196352.19		TE
chr1	207350324	207350325	trunc:chr1:207350324:+	170	+	3	11	0.2727	0.001308	0.0197	LINE	ENSG00000196352.19		TE
chr1	11908193	11908194	trunc:chr1:11908193:+	163	+	4	24	0.1667	0.001598	0.02334	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	1478172	1478173	trunc:chr1:1478172:+	162	+	3	12	0.25	0.001666	0.02362	3'UTR-distal	ENSG00000160072.21		Genic
chr1	28509300	28509301	trunc:chr1:28509300:+	161	+	3	12	0.25	0.001802	0.0243	3'UTR-distal	ENSG00000180198.18		Genic
chr1	230077666	230077667	trunc:chr1:230077666:+	161	+	3	12	0.25	0.001815	0.0243	First intron	ENSG00000143641.11		Genic
chr1	11908274	11908275	trunc:chr1:11908274:+	161	+	4	25	0.16	0.00187	0.02436	Other exon	ENSG00000285646.3	""	Genic
chr1	230092391	230092392	trunc:chr1:230092391:+	159	+	3	13	0.2308	0.002006	0.02545	First intron	ENSG00000143641.11		Genic
chr1	148263533	148263534	trunc:chr1:148263533:+	157	+	3	13	0.2308	0.002143	0.02648	First intron	ENSG00000199879.1	RNVU1-22	Genic
chr1	207350325	207350326	trunc:chr1:207350325:+	147	+	3	14	0.2143	0.002754	0.03319	LINE	ENSG00000196352.19		TE
chr1	2269122	2269123	trunc:chr1:2269122:+	145	+	2	5	0.4	0.004848	0.03473	Alu	ENSG00000157933.12		TE
chr1	28508320	28508321	trunc:chr1:28508320:+	145	+	2	5	0.4	0.003993	0.03473	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28508376	28508377	trunc:chr1:28508376:+	145	+	2	5	0.4	0.003993	0.03473	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28648688	28648689	trunc:chr1:28648688:+	145	+	2	5	0.4	0.003962	0.03473	Other exon	ENSG00000229388.2	TAF12-DT	Genic
chr1	61131755	61131756	trunc:chr1:61131755:+	145	+	2	5	0.4	0.004301	0.03473	Deep intronic	ENSG00000162599.19		Genic
chr1	66036846	66036847	trunc:chr1:66036846:+	145	+	2	5	0.4	0.004258	0.03473	LINE	ENSG00000184588.18	PDE4B	TE
chr1	66076736	66076737	trunc:chr1:66076736:+	145	+	2	5	0.4	0.003842	0.03473	LINE	ENSG00000184588.18	PDE4B	TE
chr1	66097881	66097882	trunc:chr1:66097881:+	145	+	2	5	0.4	0.004307	0.03473	LINE	ENSG00000184588.18	PDE4B	TE
chr1	66149479	66149480	trunc:chr1:66149479:+	145	+	2	5	0.4	0.004128	0.03473	LINE	ENSG00000184588.18	PDE4B	TE
chr1	70228781	70228782	trunc:chr1:70228781:+	145	+	2	5	0.4	0.004337	0.03473	First intron	ENSG00000116754.15		Genic
chr1	75787909	75787910	trunc:chr1:75787909:+	145	+	2	5	0.4	0.004085	0.03473	First intron	ENSG00000137955.17		Genic
chr1	75790849	75790850	trunc:chr1:75790849:+	145	+	2	5	0.4	0.003842	0.03473	Alu	ENSG00000137955.17		TE
chr1	75793274	75793275	trunc:chr1:75793274:+	145	+	2	5	0.4	0.004934	0.03473	Alu	ENSG00000137955.17		TE
chr1	110372921	110372922	trunc:chr1:110372921:+	145	+	2	5	0.4	0.004971	0.03473	Deep intronic	ENSG00000224699.13	LAMTOR5-AS1	Genic
chr1	151219868	151219869	trunc:chr1:151219868:+	145	+	2	5	0.4	0.003842	0.03473	Alu	ENSG00000143398.21		TE
chr1	153671331	153671332	trunc:chr1:153671331:+	145	+	2	5	0.4	0.004633	0.03473	3'UTR-distal			Genic
chr1	164573925	164573926	trunc:chr1:164573925:+	145	+	2	5	0.4	0.004389	0.03473	Deep intronic	ENSG00000185630.20	PBX1	Genic
chr1	164599871	164599872	trunc:chr1:164599871:+	145	+	2	5	0.4	0.004469	0.03473	Deep intronic	ENSG00000185630.20	PBX1	Genic
chr1	203821528	203821529	trunc:chr1:203821528:+	145	+	2	5	0.4	0.004621	0.03473	LINE	ENSG00000058673.17	ZC3H11A	TE
chr1	204506608	204506609	trunc:chr1:204506608:+	145	+	2	5	0.4	0.004951	0.03473	Deep intronic			Genic
chr1	207329623	207329624	trunc:chr1:207329623:+	145	+	2	5	0.4	0.003842	0.03473	Alu	ENSG00000196352.19		TE
chr1	207350318	207350319	trunc:chr1:207350318:+	145	+	2	5	0.4	0.004145	0.03473	LINE	ENSG00000196352.19		TE
chr1	230077556	230077557	trunc:chr1:230077556:+	145	+	2	5	0.4	0.004305	0.03473	First intron	ENSG00000143641.11		Genic
chr1	66011671	66011672	trunc:chr1:66011671:+	145	+	2	6	0.3333	0.004493	0.03473	First intron	ENSG00000184588.18	PDE4B	Genic
chr1	230127390	230127391	trunc:chr1:230127390:+	145	+	2	7	0.2857	0.004742	0.03473	Alu	ENSG00000143641.11		TE
chr1	28506047	28506048	trunc:chr1:28506047:+	145	+	3	12	0.25	0.002966	0.03473	3'UTR-distal	ENSG00000180198.18		Genic
chr1	108697551	108697552	trunc:chr1:108697551:+	145	+	3	15	0.2	0.003835	0.03473	Satellite/LC	ENSG00000134186.13		TE
chr1	1478016	1478017	trunc:chr1:1478016:+	145	+	3	17	0.1765	0.004718	0.03473	3'UTR-distal	ENSG00000160072.21		Genic
chr1	28507243	28507244	trunc:chr1:28507243:+	145	+	3	17	0.1765	0.0041	0.03473	3'UTR-distal	ENSG00000180198.18		Genic
chr1	148355603	148355604	trunc:chr1:148355603:+	144	+	2	5	0.4	0.005161	0.03554	Deep intronic	ENSG00000299363.1	""	Genic
chr1	207329790	207329791	trunc:chr1:207329790:+	144	+	2	5	0.4	0.005305	0.03601	Alu	ENSG00000196352.19		TE
chr1	28507237	28507238	trunc:chr1:28507237:+	144	+	2	6	0.3333	0.005406	0.03619	3'UTR-distal	ENSG00000180198.18		Genic
chr1	230129331	230129332	trunc:chr1:230129331:+	143	+	2	5	0.4	0.005985	0.03654	Alu	ENSG00000143641.11		TE
chr1	943543	943544	trunc:chr1:943543:+	143	+	2	6	0.3333	0.006059	0.03654	Satellite/LC	ENSG00000187634.14		TE
chr1	164593693	164593694	trunc:chr1:164593693:+	143	+	2	6	0.3333	0.006348	0.03654	Deep intronic	ENSG00000185630.20	PBX1	Genic
chr1	173488221	173488222	trunc:chr1:173488221:+	143	+	2	6	0.3333	0.006034	0.03654	3'UTR	ENSG00000117592.10		Genic
chr1	203802736	203802737	trunc:chr1:203802736:+	143	+	2	6	0.3333	0.005687	0.03654	3'UTR	ENSG00000058673.17	ZC3H11A	Genic
