chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	150555699	150555700	del:chr1:150555699:+	1000	+	8	21	0.381	3.684e-24	6.166e-21	Proximal intronic	ENSG00000143382.17		Genic
chr1	150555700	150555701	del:chr1:150555700:+	1000	+	8	22	0.3636	5.787e-24	6.166e-21	Proximal intronic	ENSG00000143382.17		Genic
chr1	145281185	145281186	del:chr1:145281185:+	1000	+	8	23	0.3478	8.872e-24	6.302e-21	Other exon	ENSG00000207501.1	RNVU1-14	Genic
chr1	95214870	95214871	del:chr1:95214870:+	1000	+	6	7	0.8571	1.947e-21	5.926e-19	LINE	ENSG00000271092.5	TLCD4-RWDD3	TE
chr1	95214871	95214872	del:chr1:95214871:+	1000	+	6	7	0.8571	1.947e-21	5.926e-19	LINE	ENSG00000271092.5	TLCD4-RWDD3	TE
chr1	95214872	95214873	del:chr1:95214872:+	1000	+	6	7	0.8571	1.947e-21	5.926e-19	LINE	ENSG00000271092.5	TLCD4-RWDD3	TE
chr1	95214873	95214874	del:chr1:95214873:+	1000	+	6	7	0.8571	1.947e-21	5.926e-19	LINE	ENSG00000271092.5	TLCD4-RWDD3	TE
chr1	65267885	65267886	del:chr1:65267885:+	1000	+	6	8	0.75	7.785e-21	1.508e-18	Satellite/LC	ENSG00000116675.16	DNAJC6	TE
chr1	65267886	65267887	del:chr1:65267886:+	1000	+	6	8	0.75	7.785e-21	1.508e-18	Satellite/LC	ENSG00000116675.16	DNAJC6	TE
chr1	65267887	65267888	del:chr1:65267887:+	1000	+	6	8	0.75	7.785e-21	1.508e-18	Satellite/LC	ENSG00000116675.16	DNAJC6	TE
chr1	65267888	65267889	del:chr1:65267888:+	1000	+	6	8	0.75	7.785e-21	1.508e-18	Satellite/LC	ENSG00000116675.16	DNAJC6	TE
chr1	65539124	65539125	del:chr1:65539124:+	1000	+	5	5	1	1.089e-18	1.933e-16	LINE	ENSG00000116678.20	LEPR	TE
chr1	145281184	145281185	del:chr1:145281184:+	1000	+	6	21	0.2857	1.504e-17	2.29e-15	Other exon	ENSG00000207501.1	RNVU1-14	Genic
chr1	145281186	145281187	del:chr1:145281186:+	1000	+	7	55	0.1273	1.427e-17	2.29e-15	Other exon	ENSG00000207501.1	RNVU1-14	Genic
chr1	29119820	29119821	del:chr1:29119820:+	1000	+	5	9	0.5556	1.371e-16	1.947e-14	3'UTR	ENSG00000159023.24		Genic
chr1	155003357	155003358	del:chr1:155003357:+	1000	+	5	10	0.5	2.74e-16	3.244e-14	3'UTR-distal	ENSG00000160685.15		Genic
chr1	228142145	228142146	del:chr1:228142145:+	1000	+	5	10	0.5	2.74e-16	3.244e-14	First intron	ENSG00000143774.19		Genic
chr1	228142146	228142147	del:chr1:228142146:+	1000	+	5	10	0.5	2.74e-16	3.244e-14	First intron	ENSG00000143774.19		Genic
chr1	1043224	1043225	del:chr1:1043224:+	1000	+	5	12	0.4167	8.609e-16	8.736e-14	Proximal intronic	ENSG00000188157.16	AGRN	Genic
chr1	55056939	55056940	del:chr1:55056939:+	1000	+	5	12	0.4167	8.609e-16	8.736e-14	Deep intronic	ENSG00000169174.14		Genic
chr1	228142144	228142145	del:chr1:228142144:+	1000	+	5	12	0.4167	8.609e-16	8.736e-14	First intron	ENSG00000143774.19		Genic
chr1	1043223	1043224	del:chr1:1043223:+	1000	+	5	13	0.3846	1.399e-15	1.355e-13	Proximal intronic	ENSG00000188157.16	AGRN	Genic
chr1	2291705	2291706	del:chr1:2291705:+	1000	+	4	6	0.6667	6.389e-14	5.236e-12	First intron	ENSG00000157933.12		Genic
chr1	65274665	65274666	del:chr1:65274665:+	1000	+	4	6	0.6667	6.389e-14	5.236e-12	LINE	ENSG00000116675.16	DNAJC6	TE
chr1	65274666	65274667	del:chr1:65274666:+	1000	+	4	6	0.6667	6.389e-14	5.236e-12	LINE	ENSG00000116675.16	DNAJC6	TE
chr1	65274667	65274668	del:chr1:65274667:+	1000	+	4	6	0.6667	6.389e-14	5.236e-12	LINE	ENSG00000116675.16	DNAJC6	TE
chr1	228215250	228215251	del:chr1:228215250:+	1000	+	4	8	0.5	2.98e-13	2.352e-11	Proximal intronic	ENSG00000154358.23	OBSCN	Genic
chr1	202181407	202181408	del:chr1:202181407:+	1000	+	4	10	0.4	8.937e-13	6.802e-11	Deep intronic	ENSG00000243323.8	PTPRVP	Genic
chr1	145281187	145281188	del:chr1:145281187:+	1000	+	6	120	0.05	9.909e-13	7.282e-11	Other exon	ENSG00000207501.1	RNVU1-14	Genic
chr1	1063661	1063662	del:chr1:1063661:+	1000	+	4	11	0.3636	1.404e-12	9.652e-11	3'UTR-distal	ENSG00000217801.13	""	Genic
chr1	1063662	1063663	del:chr1:1063662:+	1000	+	4	11	0.3636	1.404e-12	9.652e-11	3'UTR-distal	ENSG00000217801.13	""	Genic
chr1	1052768	1052769	del:chr1:1052768:+	862	+	4	23	0.1739	3.759e-11	2.356e-09	Deep intronic	ENSG00000188157.16	AGRN	Genic
chr1	1052769	1052770	del:chr1:1052769:+	862	+	4	23	0.1739	3.759e-11	2.356e-09	Deep intronic	ENSG00000188157.16	AGRN	Genic
chr1	1052770	1052771	del:chr1:1052770:+	862	+	4	23	0.1739	3.759e-11	2.356e-09	Deep intronic	ENSG00000188157.16	AGRN	Genic
chr1	247332298	247332299	del:chr1:247332298:+	799	+	3	5	0.6	1.667e-10	1.015e-08	TSS-proximal			Genic
chr1	1052675	1052676	del:chr1:1052675:+	793	+	4	34	0.1176	1.964e-10	1.163e-08	Deep intronic	ENSG00000188157.16	AGRN	Genic
chr1	46310255	46310256	del:chr1:46310255:+	772	+	4	39	0.1026	3.48e-10	1.901e-08	CDS	ENSG00000173660.13		Genic
chr1	46310256	46310257	del:chr1:46310256:+	772	+	4	39	0.1026	3.48e-10	1.901e-08	CDS	ENSG00000173660.13		Genic
chr1	46310257	46310258	del:chr1:46310257:+	772	+	4	39	0.1026	3.48e-10	1.901e-08	CDS	ENSG00000173660.13		Genic
chr1	202186347	202186348	del:chr1:202186347:+	670	+	3	12	0.25	3.663e-09	1.951e-07	Other exon	ENSG00000243323.8	PTPRVP	Genic
chr1	965666	965667	del:chr1:965666:+	624	+	3	17	0.1765	1.131e-08	5.739e-07	3'UTR	ENSG00000187961.16		Genic
chr1	965667	965668	del:chr1:965667:+	624	+	3	17	0.1765	1.131e-08	5.739e-07	3'UTR	ENSG00000187961.16		Genic
chr1	1052767	1052768	del:chr1:1052767:+	583	+	3	23	0.1304	2.942e-08	1.458e-06	Deep intronic	ENSG00000188157.16	AGRN	Genic
chr1	1052676	1052677	del:chr1:1052676:+	533	+	3	34	0.0882	9.921e-08	4.596e-06	Deep intronic	ENSG00000188157.16	AGRN	Genic
chr1	1052677	1052678	del:chr1:1052677:+	533	+	3	34	0.0882	9.921e-08	4.596e-06	Deep intronic	ENSG00000188157.16	AGRN	Genic
chr1	1052678	1052679	del:chr1:1052678:+	533	+	3	34	0.0882	9.921e-08	4.596e-06	Deep intronic	ENSG00000188157.16	AGRN	Genic
chr1	1052674	1052675	del:chr1:1052674:+	530	+	3	35	0.0857	1.085e-07	4.919e-06	Deep intronic	ENSG00000188157.16	AGRN	Genic
chr1	32353344	32353345	del:chr1:32353344:+	527	+	3	36	0.0833	1.183e-07	5.253e-06	Deep intronic			Genic
chr1	1052673	1052674	del:chr1:1052673:+	515	+	3	40	0.075	1.636e-07	6.973e-06	Deep intronic	ENSG00000188157.16	AGRN	Genic
chr1	46310254	46310255	del:chr1:46310254:+	515	+	3	40	0.075	1.636e-07	6.973e-06	CDS	ENSG00000173660.13		Genic
chr1	46310258	46310259	del:chr1:46310258:+	500	+	3	45	0.0667	2.348e-07	9.809e-06	CDS	ENSG00000173660.13		Genic
chr1	28508914	28508915	del:chr1:28508914:+	477	+	3	54	0.0556	4.097e-07	1.679e-05	3'UTR-distal	ENSG00000180198.18		Genic
chr1	6218658	6218659	del:chr1:6218658:+	464	+	2	5	0.4	6.524e-07	2.279e-05	Proximal intronic	ENSG00000158286.14		Genic
chr1	65310042	65310043	del:chr1:65310042:+	464	+	2	5	0.4	6.524e-07	2.279e-05	First intron	ENSG00000116675.16	DNAJC6	Genic
chr1	65310043	65310044	del:chr1:65310043:+	464	+	2	5	0.4	6.524e-07	2.279e-05	First intron	ENSG00000116675.16	DNAJC6	Genic
chr1	154241615	154241616	del:chr1:154241615:+	464	+	2	5	0.4	6.524e-07	2.279e-05	Proximal intronic	ENSG00000143569.21		Genic
chr1	207331474	207331475	del:chr1:207331474:+	464	+	2	5	0.4	6.524e-07	2.279e-05	Satellite/LC	ENSG00000196352.19		TE
chr1	207331475	207331476	del:chr1:207331475:+	464	+	2	5	0.4	6.524e-07	2.279e-05	Satellite/LC	ENSG00000196352.19		TE
chr1	214640667	214640668	del:chr1:214640667:+	464	+	2	5	0.4	6.524e-07	2.279e-05	CDS	ENSG00000117724.16		Genic
chr1	214640668	214640669	del:chr1:214640668:+	464	+	2	5	0.4	6.524e-07	2.279e-05	CDS	ENSG00000117724.16		Genic
chr1	214640669	214640670	del:chr1:214640669:+	464	+	2	5	0.4	6.524e-07	2.279e-05	CDS	ENSG00000117724.16		Genic
chr1	6625749	6625750	del:chr1:6625749:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	3'UTR-distal	ENSG00000041988.17		Genic
chr1	25496701	25496702	del:chr1:25496701:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	LINE	ENSG00000204178.12		TE
chr1	44758229	44758230	del:chr1:44758229:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	Proximal intronic	ENSG00000142945.14		Genic
chr1	44758230	44758231	del:chr1:44758230:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	Proximal intronic	ENSG00000142945.14		Genic
chr1	44758231	44758232	del:chr1:44758231:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	Proximal intronic	ENSG00000142945.14		Genic
chr1	44758232	44758233	del:chr1:44758232:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	Proximal intronic	ENSG00000142945.14		Genic
chr1	44758234	44758235	del:chr1:44758234:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	Proximal intronic	ENSG00000142945.14		Genic
chr1	44758235	44758236	del:chr1:44758235:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	Proximal intronic	ENSG00000142945.14		Genic
chr1	44758236	44758237	del:chr1:44758236:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	Proximal intronic	ENSG00000142945.14		Genic
chr1	110340558	110340559	del:chr1:110340558:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	CDS	ENSG00000162775.17	RBM15	Genic
chr1	110340559	110340560	del:chr1:110340559:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	CDS	ENSG00000162775.17	RBM15	Genic
chr1	110340560	110340561	del:chr1:110340560:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	CDS	ENSG00000162775.17	RBM15	Genic
chr1	154241612	154241613	del:chr1:154241612:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	Proximal intronic	ENSG00000143569.21		Genic
chr1	154241613	154241614	del:chr1:154241613:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	Proximal intronic	ENSG00000143569.21		Genic
chr1	154241614	154241615	del:chr1:154241614:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	Proximal intronic	ENSG00000143569.21		Genic
chr1	219253604	219253605	del:chr1:219253604:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	LINE			TE
chr1	219253605	219253606	del:chr1:219253605:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	LINE			TE
chr1	219253606	219253607	del:chr1:219253606:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	LINE			TE
chr1	219253607	219253608	del:chr1:219253607:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	LINE			TE
chr1	219253608	219253609	del:chr1:219253608:+	458	+	2	6	0.3333	9.785e-07	2.574e-05	LINE			TE
chr1	2241374	2241375	del:chr1:2241374:+	451	+	2	7	0.2857	1.37e-06	3.072e-05	LINE	ENSG00000157933.12		TE
chr1	6625745	6625746	del:chr1:6625745:+	451	+	2	7	0.2857	1.37e-06	3.072e-05	3'UTR-distal	ENSG00000041988.17		Genic
chr1	6625746	6625747	del:chr1:6625746:+	451	+	2	7	0.2857	1.37e-06	3.072e-05	3'UTR-distal	ENSG00000041988.17		Genic
chr1	6625747	6625748	del:chr1:6625747:+	451	+	2	7	0.2857	1.37e-06	3.072e-05	3'UTR-distal	ENSG00000041988.17		Genic
chr1	6625748	6625749	del:chr1:6625748:+	451	+	2	7	0.2857	1.37e-06	3.072e-05	3'UTR-distal	ENSG00000041988.17		Genic
chr1	44758233	44758234	del:chr1:44758233:+	451	+	2	7	0.2857	1.37e-06	3.072e-05	Proximal intronic	ENSG00000142945.14		Genic
chr1	51778086	51778087	del:chr1:51778086:+	451	+	2	7	0.2857	1.37e-06	3.072e-05	Alu	ENSG00000117859.20		TE
chr1	193242120	193242121	del:chr1:193242120:+	451	+	2	7	0.2857	1.37e-06	3.072e-05	LINE	ENSG00000134371.16		TE
chr1	202184685	202184686	del:chr1:202184685:+	451	+	2	7	0.2857	1.37e-06	3.072e-05	First intron	ENSG00000243323.8	PTPRVP	Genic
chr1	202184686	202184687	del:chr1:202184686:+	451	+	2	7	0.2857	1.37e-06	3.072e-05	First intron	ENSG00000243323.8	PTPRVP	Genic
