chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	28506045	28506046	trunc:chr1:28506045:+	303	+	4	6	0.6667	5.802e-06	0.0009322	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	230095990	230095991	trunc:chr1:230095990:+	303	+	4	7	0.5714	5.336e-06	0.0009322	First intron	ENSG00000143641.11	""	Genic
chr1	11908192	11908193	trunc:chr1:11908192:+	303	+	6	20	0.3	2.922e-06	0.0009322	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	28507472	28507473	trunc:chr1:28507472:+	277	+	4	8	0.5	1.377e-05	0.00166	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28508321	28508322	trunc:chr1:28508321:+	273	+	4	9	0.4444	2.008e-05	0.001858	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28509299	28509300	trunc:chr1:28509299:+	273	+	4	9	0.4444	2.313e-05	0.001858	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	11908190	11908191	trunc:chr1:11908190:+	261	+	4	10	0.4	4.015e-05	0.002419	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	11908241	11908242	trunc:chr1:11908241:+	261	+	6	30	0.2	3.723e-05	0.002419	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	1478165	1478166	trunc:chr1:1478165:+	253	+	3	5	0.6	8.439e-05	0.002935	3'UTR-distal	ENSG00000160072.21	""	Genic
chr1	28508914	28508915	trunc:chr1:28508914:+	253	+	3	5	0.6	8.91e-05	0.002935	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	36294869	36294870	trunc:chr1:36294869:+	253	+	3	5	0.6	8.159e-05	0.002935	Deep intronic	ENSG00000054118.16	""	Genic
chr1	66001735	66001736	trunc:chr1:66001735:+	253	+	3	5	0.6	7.762e-05	0.002935	Alu	ENSG00000184588.18	PDE4B	TE
chr1	66024034	66024035	trunc:chr1:66024034:+	253	+	3	5	0.6	9.079e-05	0.002935	First intron	ENSG00000184588.18	PDE4B	Genic
chr1	164673650	164673651	trunc:chr1:164673650:+	253	+	3	5	0.6	9.133e-05	0.002935	Deep intronic	ENSG00000185630.20	PBX1	Genic
chr1	207344721	207344722	trunc:chr1:207344721:+	253	+	4	11	0.3636	5.703e-05	0.002935	Alu	ENSG00000196352.19	""	TE
chr1	230135865	230135866	trunc:chr1:230135865:+	246	+	3	5	0.6	0.0001141	0.003438	Alu	ENSG00000143641.11	""	TE
chr1	171528110	171528111	trunc:chr1:171528110:+	239	+	3	6	0.5	0.0001836	0.004022	Proximal intronic	ENSG00000117523.18	PRRC2C	Genic
chr1	207353057	207353058	trunc:chr1:207353057:+	239	+	3	6	0.5	0.0001673	0.004022	Satellite/LC	ENSG00000196352.19	""	TE
chr1	230077637	230077638	trunc:chr1:230077637:+	239	+	3	6	0.5	0.0001815	0.004022	First intron	ENSG00000143641.11	""	Genic
chr1	230121962	230121963	trunc:chr1:230121962:+	239	+	3	6	0.5	0.0001826	0.004022	Alu	ENSG00000143641.11	""	TE
chr1	11908191	11908192	trunc:chr1:11908191:+	239	+	4	14	0.2857	0.0001787	0.004022	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	28509150	28509151	trunc:chr1:28509150:+	239	+	4	14	0.2857	0.0001688	0.004022	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28509114	28509115	trunc:chr1:28509114:+	218	+	3	7	0.4286	0.0003104	0.006504	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	1478174	1478175	trunc:chr1:1478174:+	216	+	4	17	0.2353	0.0003438	0.006905	3'UTR-distal	ENSG00000160072.21	""	Genic
chr1	28507032	28507033	trunc:chr1:28507032:+	212	+	3	8	0.375	0.0004182	0.007566	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28508377	28508378	trunc:chr1:28508377:+	212	+	3	8	0.375	0.00044	0.007566	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28648689	28648690	trunc:chr1:28648689:+	212	+	3	8	0.375	0.0004349	0.007566	Other exon	ENSG00000229388.2	TAF12-DT	Genic
chr1	75787912	75787913	trunc:chr1:75787912:+	212	+	3	8	0.375	0.0004552	0.007566	First intron	ENSG00000137955.17	""	Genic
chr1	11908242	11908243	trunc:chr1:11908242:+	212	+	5	30	0.1667	0.0004144	0.007566	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	11909887	11909888	trunc:chr1:11909887:-	471	-	7	18	0.3889	4.993e-08	1.932e-05	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr1	11909885	11909886	trunc:chr1:11909885:-	439	-	8	31	0.2581	2.084e-07	4.032e-05	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr1	173866925	173866926	trunc:chr1:173866925:-	352	-	4	6	0.6667	2.324e-06	0.0002998	First intron	ENSG00000234741.11	GAS5	Genic
chr1	44819957	44819958	trunc:chr1:44819957:-	315	-	4	7	0.5714	8.066e-06	0.0007076	3'UTR	ENSG00000117425.16	""	Genic
chr1	44819955	44819956	trunc:chr1:44819955:-	315	-	5	14	0.3571	9.142e-06	0.0007076	3'UTR	ENSG00000117425.16	""	Genic
chr1	11909848	11909849	trunc:chr1:11909848:-	305	-	9	68	0.1324	1.38e-05	0.0008899	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr1	11909849	11909850	trunc:chr1:11909849:-	271	-	8	59	0.1356	3.455e-05	0.00191	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr1	44819919	44819920	trunc:chr1:44819919:-	266	-	6	30	0.2	4.5e-05	0.002177	3'UTR	ENSG00000117425.16	""	Genic
chr1	44721824	44721825	trunc:chr1:44721824:-	261	-	6	32	0.1875	5.646e-05	0.002428	Proximal intronic	ENSG00000199377.2	RNU5F-1	Genic
chr1	8868223	8868224	trunc:chr1:8868223:-	249	-	3	5	0.6	8.242e-05	0.00319	Deep intronic	ENSG00000074800.17	""	Genic
chr1	11909886	11909887	trunc:chr1:11909886:-	243	-	5	23	0.2174	0.0001048	0.003687	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr1	11909884	11909885	trunc:chr1:11909884:-	241	-	6	37	0.1622	0.0001201	0.003873	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr1	153543694	153543695	trunc:chr1:153543694:-	228	-	3	6	0.5	0.0001753	0.005219	3'UTR	ENSG00000196154.13	""	Genic
chr1	44721859	44721860	trunc:chr1:44721859:-	225	-	5	26	0.1923	0.0002107	0.005513	Proximal intronic	ENSG00000199377.2	RNU5F-1	Genic
chr1	11909847	11909848	trunc:chr1:11909847:-	225	-	8	76	0.1053	0.0002137	0.005513	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr10	17237530	17237531	trunc:chr10:17237530:+	241	+	3	5	0.6	7.967e-05	0.003836	3'UTR	ENSG00000026025.17	""	Genic
chr10	3120971	3120972	trunc:chr10:3120971:+	241	+	3	6	0.5	0.000169	0.003836	Deep intronic	ENSG00000067057.20	""	Genic
chr10	70426771	70426772	trunc:chr10:70426771:+	241	+	3	6	0.5	0.0001637	0.003836	3'UTR	ENSG00000148730.8	""	Genic
chr10	94563114	94563115	trunc:chr10:94563114:+	241	+	3	6	0.5	0.0001967	0.003836	Alu	ENSG00000119969.17	""	TE
chr10	101364933	101364934	trunc:chr10:101364933:-	217	-	3	6	0.5	0.0001823	0.006745	Other exon	ENSG00000222414.1	RNU2-59P	Genic
chr11	65505307	65505308	trunc:chr11:65505307:+	631	+	11	39	0.2821	3.111e-10	4.829e-07	Proximal intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65500920	65500921	trunc:chr11:65500920:+	364	+	8	32	0.25	2.945e-07	0.0002285	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65505170	65505171	trunc:chr11:65505170:+	338	+	8	37	0.2162	7.935e-07	0.0004105	Proximal intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65500327	65500328	trunc:chr11:65500327:+	324	+	6	19	0.3158	2.062e-06	0.0005719	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65504110	65504111	trunc:chr11:65504110:+	324	+	7	29	0.2414	1.767e-06	0.0005719	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65504317	65504318	trunc:chr11:65504317:+	324	+	8	42	0.1905	2.211e-06	0.0005719	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65500326	65500327	trunc:chr11:65500326:+	319	+	5	13	0.3846	5.028e-06	0.0006411	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65503242	65503243	trunc:chr11:65503242:+	319	+	5	13	0.3846	4.375e-06	0.0006411	Proximal intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65501449	65501450	trunc:chr11:65501449:+	319	+	6	22	0.2727	5.365e-06	0.0006411	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65505575	65505576	trunc:chr11:65505575:+	319	+	6	22	0.2727	4.555e-06	0.0006411	Deep intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65504111	65504112	trunc:chr11:65504111:+	319	+	7	33	0.2121	4.495e-06	0.0006411	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65505308	65505309	trunc:chr11:65505308:+	319	+	8	47	0.1702	5.37e-06	0.0006411	Proximal intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65500356	65500357	trunc:chr11:65500356:+	319	+	9	58	0.1552	3.916e-06	0.0006411	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65438210	65438211	trunc:chr11:65438210:+	315	+	4	7	0.5714	6.499e-06	0.0007058	Other exon	ENSG00000245532.13	NEAT1	Genic
chr11	65504590	65504591	trunc:chr11:65504590:+	315	+	7	35	0.2	6.822e-06	0.0007058	Proximal intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65504121	65504122	trunc:chr11:65504121:+	314	+	8	49	0.1633	7.422e-06	0.0007199	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65438774	65438775	trunc:chr11:65438774:+	302	+	5	15	0.3333	1.034e-05	0.0009435	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65503241	65503242	trunc:chr11:65503241:+	302	+	4	8	0.5	1.229e-05	0.0009538	Proximal intronic	ENSG00000251562.13	MALAT1	Genic
chr11	65502161	65502162	trunc:chr11:65502161:+	302	+	6	25	0.24	1.205e-05	0.0009538	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65501230	65501231	trunc:chr11:65501230:+	302	+	7	37	0.1892	1.211e-05	0.0009538	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65501448	65501449	trunc:chr11:65501448:+	292	+	5	16	0.3125	1.617e-05	0.001195	First intron	ENSG00000251562.13	MALAT1	Genic
chr11	65438944	65438945	trunc:chr11:65438944:+	283	+	4	9	0.4444	2.261e-05	0.001453	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65499202	65499203	trunc:chr11:65499202:+	283	+	4	9	0.4444	2.434e-05	0.001453	First intron	ENSG00000251562.13	MALAT1	Genic
