chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	28507363	28507364	trunc:chr1:28507363:+	1000	+	57	76	0.75	8.88e-78	5.572e-73	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28508556	28508557	trunc:chr1:28508556:+	1000	+	45	52	0.8654	1.155e-67	3.625e-63	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	630716	630717	trunc:chr1:630716:+	1000	+	47	53	0.8868	9.442e-67	1.975e-62	TSS-proximal	""	""	Genic
chr1	39465208	39465209	trunc:chr1:39465208:+	1000	+	51	90	0.5667	1.644e-58	2.579e-54	Deep intronic	ENSG00000127603.32	MACF1	Genic
chr1	147243518	147243519	trunc:chr1:147243518:+	1000	+	33	56	0.5893	4.626e-39	4.838e-35	First intron	ENSG00000131778.21	""	Genic
chr1	16647718	16647719	trunc:chr1:16647718:+	1000	+	41	112	0.3661	4.443e-39	4.838e-35	Proximal intronic	ENSG00000186301.8	MST1P2	Genic
chr1	109100474	109100475	trunc:chr1:109100474:+	1000	+	56	249	0.2249	8.609e-39	7.718e-35	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	36321880	36321881	trunc:chr1:36321880:+	1000	+	36	79	0.4557	5.681e-38	4.456e-34	3'UTR	ENSG00000214193.12	SH3D21	Genic
chr1	201989670	201989671	trunc:chr1:201989670:+	1000	+	25	29	0.8621	8.913e-37	6.215e-33	Deep intronic	ENSG00000176393.12	""	Genic
chr1	145281185	145281186	trunc:chr1:145281185:+	1000	+	26	31	0.8387	2.193e-36	1.376e-32	Other exon	ENSG00000207501.1	RNVU1-14	Genic
chr1	109100194	109100195	trunc:chr1:109100194:+	1000	+	33	71	0.4648	2.086e-35	1.19e-31	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	109100196	109100197	trunc:chr1:109100196:+	1000	+	42	140	0.3	3.911e-35	2.045e-31	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	226976376	226976377	trunc:chr1:226976376:+	1000	+	32	67	0.4776	8.778e-35	4.237e-31	Deep intronic	ENSG00000163050.19	""	Genic
chr1	70222995	70222996	trunc:chr1:70222995:+	1000	+	36	85	0.4235	2.323e-34	1.041e-30	First intron	ENSG00000116754.15	""	Genic
chr1	226976380	226976381	trunc:chr1:226976380:+	1000	+	46	192	0.2396	2.326e-33	9.731e-30	Deep intronic	ENSG00000163050.19	""	Genic
chr1	226975989	226975990	trunc:chr1:226975989:+	1000	+	41	147	0.2789	8.403e-33	3.102e-29	Deep intronic	ENSG00000163050.19	""	Genic
chr1	226976381	226976382	trunc:chr1:226976381:+	1000	+	50	242	0.2066	8.296e-33	3.102e-29	Deep intronic	ENSG00000163050.19	""	Genic
chr1	11661435	11661436	trunc:chr1:11661435:+	1000	+	42	159	0.2642	1.112e-32	3.877e-29	3'UTR	ENSG00000132879.15	""	Genic
chr1	156382613	156382614	trunc:chr1:156382613:+	1000	+	27	46	0.587	2.862e-32	9.453e-29	LINE	ENSG00000132677.14	""	TE
chr1	16647719	16647720	trunc:chr1:16647719:+	1000	+	40	160	0.25	9.311e-31	2.921e-27	Proximal intronic	ENSG00000186301.8	MST1P2	Genic
chr1	36324380	36324381	trunc:chr1:36324380:+	1000	+	21	26	0.8077	1.261e-30	3.768e-27	3'UTR	ENSG00000214193.12	SH3D21	Genic
chr1	28893888	28893889	trunc:chr1:28893888:+	1000	+	22	29	0.7586	3.19e-30	9.1e-27	First intron	ENSG00000159023.24	""	Genic
