chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	237603252	237603253	trunc:chr1:237603252:+	1000	+	801	847	0.9457	0	0	Deep intronic	ENSG00000198626.19	RYR2	Genic
chr1	26475257	26475258	trunc:chr1:26475257:+	1000	+	369	409	0.9022	0	0	3'UTR	ENSG00000198830.14	""	Genic
chr1	168007985	168007986	trunc:chr1:168007985:+	1000	+	197	230	0.8565	0	0	Satellite/LC	ENSG00000143164.17	""	TE
chr1	28508556	28508557	trunc:chr1:28508556:+	1000	+	424	592	0.7162	0	0	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	26475258	26475259	trunc:chr1:26475258:+	1000	+	417	827	0.5042	0	0	3'UTR	ENSG00000198830.14	""	Genic
chr1	28506212	28506213	trunc:chr1:28506212:+	1000	+	337	778	0.4332	0	0	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	237603255	237603256	trunc:chr1:237603255:+	1000	+	1222	2906	0.4205	0	0	Deep intronic	ENSG00000198626.19	RYR2	Genic
chr1	11908191	11908192	trunc:chr1:11908191:+	1000	+	620	1587	0.3907	0	0	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	237603254	237603255	trunc:chr1:237603254:+	1000	+	603	1668	0.3615	0	0	Deep intronic	ENSG00000198626.19	RYR2	Genic
chr1	28507614	28507615	trunc:chr1:28507614:+	1000	+	276	505	0.5465	1.6688331188804e-308	6.777e-308	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	11908192	11908193	trunc:chr1:11908192:+	1000	+	452	2039	0.2217	1.512e-299	8.403e-295	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	109100194	109100195	trunc:chr1:109100194:+	1000	+	289	658	0.4392	6.065e-291	3.089e-286	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	28507613	28507614	trunc:chr1:28507613:+	1000	+	189	227	0.8326	2.7e-272	1.269e-267	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28506046	28506047	trunc:chr1:28506046:+	1000	+	266	619	0.4297	1.2e-264	5.237e-260	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	11908152	11908153	trunc:chr1:11908152:+	1000	+	212	366	0.5792	2.318e-247	9.447e-243	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	32680373	32680374	trunc:chr1:32680373:+	1000	+	216	404	0.5347	5.105e-242	1.95e-237	3'UTR	ENSG00000162521.19	RBBP4	Genic
chr1	28508921	28508922	trunc:chr1:28508921:+	1000	+	247	652	0.3788	2.58e-229	9.277e-225	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28507363	28507364	trunc:chr1:28507363:+	1000	+	190	363	0.5234	6.742e-211	2.289e-206	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28506210	28506211	trunc:chr1:28506210:+	1000	+	167	287	0.5819	1.935e-196	6.227e-192	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	11908193	11908194	trunc:chr1:11908193:+	1000	+	372	2412	0.1542	4.302e-189	1.315e-184	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	29061592	29061593	trunc:chr1:29061592:+	1000	+	190	450	0.4222	1.916e-188	5.576e-184	Satellite/LC	ENSG00000159023.24	""	TE
chr1	161612710	161612711	trunc:chr1:161612710:+	1000	+	122	136	0.8971	1.021e-184	2.836e-180	Deep intronic	""	""	Genic
chr1	24672671	24672672	trunc:chr1:24672671:+	1000	+	168	331	0.5076	5.935e-183	1.577e-178	3'UTR	ENSG00000133226.20	""	Genic
chr1	11908150	11908151	trunc:chr1:11908150:+	1000	+	123	141	0.8723	1.028e-182	2.619e-178	Other exon	ENSG00000285646.3	""	Genic
chr1	112670378	112670379	trunc:chr1:112670378:+	1000	+	158	318	0.4969	1.159e-170	2.834e-166	3'UTR	ENSG00000116489.14	""	Genic
chr1	204060563	204060564	trunc:chr1:204060563:+	1000	+	115	140	0.8214	1.195e-164	2.81e-160	LTR/ERV	""	""	TE
chr1	29061591	29061592	trunc:chr1:29061591:+	1000	+	137	260	0.5269	1.289e-153	2.919e-149	Satellite/LC	ENSG00000159023.24	""	TE
chr1	155314199	155314200	trunc:chr1:155314199:+	1000	+	124	201	0.6169	9.034e-151	1.972e-146	Alu	ENSG00000160752.16	""	TE
chr1	28506209	28506210	trunc:chr1:28506209:+	1000	+	100	120	0.8333	6.748e-145	1.422e-140	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	109100191	109100192	trunc:chr1:109100191:+	1000	+	109	160	0.6813	2.289e-140	4.664e-136	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	28506211	28506212	trunc:chr1:28506211:+	1000	+	154	441	0.3492	2.892e-137	5.703e-133	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28507618	28507619	trunc:chr1:28507618:+	1000	+	213	1041	0.2046	1.598e-135	3.053e-131	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	35903018	35903019	trunc:chr1:35903018:+	1000	+	80	80	1	1.084e-133	2.009e-129	Alu	ENSG00000092847.15	""	TE
chr1	109100193	109100194	trunc:chr1:109100193:+	1000	+	141	369	0.3821	2.001e-132	3.598e-128	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	237603253	237603254	trunc:chr1:237603253:+	1000	+	210	1060	0.1981	3.111e-129	5.433e-125	Deep intronic	ENSG00000198626.19	RYR2	Genic
chr1	193088187	193088188	trunc:chr1:193088187:+	1000	+	98	141	0.695	1.607e-127	2.729e-123	3'UTR	ENSG00000116747.14	""	Genic
chr1	28508376	28508377	trunc:chr1:28508376:+	1000	+	133	338	0.3935	5.302e-127	8.759e-123	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28506042	28506043	trunc:chr1:28506042:+	1000	+	95	138	0.6884	3.243e-123	5.217e-119	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	110364516	110364517	trunc:chr1:110364516:+	1000	+	121	291	0.4158	3.94e-120	6.175e-116	Alu	ENSG00000224699.13	LAMTOR5-AS1	TE
chr1	193089818	193089819	trunc:chr1:193089818:+	1000	+	92	140	0.6571	3.555e-116	5.432e-112	3'UTR	ENSG00000116747.14	""	Genic
chr1	44775863	44775864	trunc:chr1:44775863:+	1000	+	81	102	0.7941	1.013e-114	1.51e-110	3'UTR-distal	ENSG00000142937.13	""	Genic
chr1	28506047	28506048	trunc:chr1:28506047:+	1000	+	169	788	0.2145	1.909e-111	2.779e-107	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	29061283	29061284	trunc:chr1:29061283:+	1000	+	115	289	0.3979	1.982e-110	2.818e-106	Alu	ENSG00000159023.24	""	TE
chr1	237603044	237603045	trunc:chr1:237603044:+	1000	+	76	95	0.8	3.485e-107	4.841e-103	Deep intronic	ENSG00000198626.19	RYR2	Genic
chr1	204533793	204533794	trunc:chr1:204533793:+	1000	+	63	64	0.9844	1.305e-103	1.772e-99	Alu	ENSG00000198625.16	""	TE
