chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	22064323	22064324	del:chr1:22064323:+	1000	+	12	15	0.8	6.588e-37	4.083e-33	Alu	ENSG00000070831.19	""	TE
chr1	22064324	22064325	del:chr1:22064324:+	1000	+	12	17	0.7059	8.95e-36	2.773e-32	Alu	ENSG00000070831.19	""	TE
chr1	2291705	2291706	del:chr1:2291705:+	1000	+	12	19	0.6316	7.28e-35	1.145e-31	First intron	ENSG00000157933.12	""	Genic
chr1	70230699	70230700	del:chr1:70230699:+	1000	+	15	66	0.2273	7.387e-35	1.145e-31	First intron	ENSG00000116754.15	""	Genic
chr1	28508727	28508728	del:chr1:28508727:+	1000	+	20	340	0.0588	1.543e-33	1.912e-30	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	180177882	180177883	del:chr1:180177882:+	1000	+	9	11	0.8182	4.083e-28	2.811e-25	Satellite/LC	ENSG00000116260.17	QSOX1	TE
chr1	180177883	180177884	del:chr1:180177883:+	1000	+	9	11	0.8182	4.083e-28	2.811e-25	Satellite/LC	ENSG00000116260.17	QSOX1	TE
chr1	180177884	180177885	del:chr1:180177884:+	1000	+	9	11	0.8182	4.083e-28	2.811e-25	Satellite/LC	ENSG00000116260.17	QSOX1	TE
chr1	180177885	180177886	del:chr1:180177885:+	1000	+	9	11	0.8182	4.083e-28	2.811e-25	Satellite/LC	ENSG00000116260.17	QSOX1	TE
chr1	180177886	180177887	del:chr1:180177886:+	1000	+	9	12	0.75	1.632e-27	1.012e-24	Satellite/LC	ENSG00000116260.17	QSOX1	TE
chr1	154223122	154223123	del:chr1:154223122:+	1000	+	8	12	0.6667	6.329e-24	3.566e-21	First intron	ENSG00000143569.21	""	Genic
chr1	9945807	9945808	del:chr1:9945807:+	1000	+	9	32	0.2812	2.06e-22	1.064e-19	Alu	ENSG00000173614.15	""	TE
chr1	182855276	182855277	del:chr1:182855276:+	1000	+	7	35	0.2	1.464e-16	6.981e-14	Deep intronic	ENSG00000135829.18	""	Genic
chr1	232040033	232040034	del:chr1:232040033:+	1000	+	6	15	0.4	1.898e-16	8.399e-14	3'UTR	ENSG00000162946.24	DISC1	Genic
chr1	184066286	184066287	del:chr1:184066286:+	1000	+	5	8	0.625	3.671e-15	1.338e-12	LINE	ENSG00000198860.15	""	TE
chr1	184066287	184066288	del:chr1:184066287:+	1000	+	5	8	0.625	3.671e-15	1.338e-12	LINE	ENSG00000198860.15	""	TE
chr1	167788928	167788929	del:chr1:167788928:+	1000	+	7	53	0.1321	3.326e-15	1.338e-12	3'UTR	ENSG00000197965.13	""	Genic
chr1	184066288	184066289	del:chr1:184066288:+	1000	+	5	9	0.5556	8.257e-15	2.693e-12	LINE	ENSG00000198860.15	""	TE
chr1	184066289	184066290	del:chr1:184066289:+	1000	+	5	9	0.5556	8.257e-15	2.693e-12	LINE	ENSG00000198860.15	""	TE
chr1	9945806	9945807	del:chr1:9945806:+	1000	+	6	31	0.1935	2.769e-14	8.581e-12	Alu	ENSG00000173614.15	""	TE
chr1	22110327	22110328	del:chr1:22110327:+	1000	+	5	11	0.4545	3.024e-14	8.925e-12	3'UTR-distal	""	""	Genic
chr1	182855274	182855275	del:chr1:182855274:+	1000	+	6	36	0.1667	7.308e-14	1.969e-11	Deep intronic	ENSG00000135829.18	""	Genic
chr1	182855275	182855276	del:chr1:182855275:+	1000	+	6	36	0.1667	7.308e-14	1.969e-11	Deep intronic	ENSG00000135829.18	""	Genic
