chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	131501571	131501572	trunc:chr1:131501571:+	1000	+	181	201	0.9005	2.567e-259	1.499e-256	Deep intronic	""	""	Genic
chr1	131501572	131501573	trunc:chr1:131501572:+	1000	+	148	349	0.4241	1.199e-134	3.502e-132	Deep intronic	""	""	Genic
chr1	131501667	131501668	trunc:chr1:131501667:+	1000	+	21	23	0.913	1.752e-31	3.411e-29	Deep intronic	""	""	Genic
chr1	131501570	131501571	trunc:chr1:131501570:+	1000	+	16	18	0.8889	8.228e-24	1.201e-21	Deep intronic	""	""	Genic
chr1	155919999	155920000	trunc:chr1:155919999:+	1000	+	13	14	0.9286	5.057e-20	5.906e-18	First intron	ENSMUSG00000050565.17	Tor1aip2	Genic
chr1	184556499	184556500	trunc:chr1:184556499:+	1000	+	13	13	1	3.269e-18	3.182e-16	Deep intronic	""	""	Genic
chr1	46413386	46413387	trunc:chr1:46413386:+	1000	+	11	11	1	4.697e-18	3.919e-16	3'UTR-distal	ENSMUSG00000119743.1	n-R5s211	Genic
chr1	191931100	191931101	trunc:chr1:191931100:+	1000	+	10	11	0.9091	1.71e-15	1.248e-13	LTR/ERV	ENSMUSG00000058248.13	Kcnh1	TE
chr1	131501709	131501710	trunc:chr1:131501709:+	1000	+	9	10	0.9	6.135e-14	3.981e-12	Deep intronic	""	""	Genic
chr1	153784940	153784941	trunc:chr1:153784940:+	1000	+	12	22	0.5455	1.273e-13	7.434e-12	3'UTR	ENSMUSG00000026473.18	Glul	Genic
chr1	166938671	166938672	trunc:chr1:166938671:+	1000	+	15	29	0.5172	8.192e-13	4.349e-11	Deep intronic	""	""	Genic
chr1	166938670	166938671	trunc:chr1:166938670:+	851	+	10	14	0.7143	6.214e-11	3.024e-09	Deep intronic	""	""	Genic
chr1	131501573	131501574	trunc:chr1:131501573:+	831	+	36	385	0.0935	1.08e-10	4.851e-09	Deep intronic	""	""	Genic
chr1	131501733	131501734	trunc:chr1:131501733:+	820	+	11	30	0.3667	1.506e-10	6.281e-09	Deep intronic	""	""	Genic
chr1	66479258	66479259	trunc:chr1:66479258:+	724	+	7	10	0.7	1.461e-09	5.687e-08	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	4599290	4599291	trunc:chr1:4599290:+	658	+	7	12	0.5833	7.067e-09	2.58e-07	Other exon	ENSMUSG00000118917.1	Gm22307	Genic
chr1	146425110	146425111	trunc:chr1:146425110:+	638	+	5	5	1	1.262e-08	4.095e-07	Deep intronic	ENSMUSG00000035131.15	Brinp3	Genic
chr1	179924030	179924031	trunc:chr1:179924030:+	638	+	5	5	1	1.262e-08	4.095e-07	Deep intronic	ENSMUSG00000026490.19	Cdc42bpa	Genic
chr1	46413399	46413400	trunc:chr1:46413399:+	636	+	8	19	0.4211	1.452e-08	4.311e-07	3'UTR-distal	ENSMUSG00000119743.1	n-R5s211	Genic
chr1	153784168	153784169	trunc:chr1:153784168:+	636	+	8	19	0.4211	1.476e-08	4.311e-07	3'UTR	ENSMUSG00000026473.18	Glul	Genic
chr1	131570256	131570257	trunc:chr1:131570256:+	613	+	6	9	0.6667	2.605e-08	7.245e-07	First intron	ENSMUSG00000004552.17	Ctse	Genic
chr1	182644103	182644104	trunc:chr1:182644103:+	593	+	5	5	1	4.401e-08	1.168e-06	First intron	ENSMUSG00000038576.16	Susd4	Genic
chr1	63632747	63632748	trunc:chr1:63632747:+	572	+	5	6	0.8333	7.406e-08	1.881e-06	3'UTR	ENSMUSG00000025964.16	Adam23	Genic
chr1	66479053	66479054	trunc:chr1:66479053:+	488	+	11	58	0.1897	5.372e-07	1.307e-05	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	97977570	97977571	trunc:chr1:97977570:+	481	+	5	8	0.625	6.613e-07	1.545e-05	Other exon	ENSMUSG00000119063.1	Gm24465	Genic
chr1	97977571	97977572	trunc:chr1:97977571:+	472	+	6	14	0.4286	8.312e-07	1.867e-05	Other exon	ENSMUSG00000119063.1	Gm24465	Genic
chr1	66478572	66478573	trunc:chr1:66478572:+	472	+	5	8	0.625	8.798e-07	1.903e-05	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	66478946	66478947	trunc:chr1:66478946:+	439	+	5	9	0.5556	1.934e-06	4.033e-05	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	128131066	128131067	trunc:chr1:128131066:+	432	+	4	5	0.8	2.347e-06	4.727e-05	Deep intronic	ENSMUSG00000056211.14	R3hdm1	Genic
chr1	4599273	4599274	trunc:chr1:4599273:+	430	+	4	5	0.8	2.541e-06	4.947e-05	Other exon	ENSMUSG00000118917.1	Gm22307	Genic
chr1	66479046	66479047	trunc:chr1:66479046:+	399	+	7	26	0.2692	5.402e-06	0.0001018	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	131501734	131501735	trunc:chr1:131501734:+	398	+	8	38	0.2105	5.719e-06	0.0001044	Deep intronic	""	""	Genic
chr1	66479033	66479034	trunc:chr1:66479033:+	392	+	5	11	0.4545	6.765e-06	0.0001197	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	187943370	187943371	trunc:chr1:187943370:+	378	+	4	6	0.6667	9.544e-06	0.0001639	3'UTR	ENSMUSG00000026610.14	Esrrg	Genic
chr1	25847150	25847151	trunc:chr1:25847150:+	355	+	4	5	0.8	1.666e-05	0.0002781	Deep intronic	""	""	Genic
chr1	12445184	12445185	trunc:chr1:12445184:+	305	+	4	9	0.4444	5.434e-05	0.0008815	Other exon	ENSMUSG00000118923.1	Gm22633	Genic
chr1	153784161	153784162	trunc:chr1:153784161:+	304	+	4	9	0.4444	5.705e-05	0.0009004	3'UTR	ENSMUSG00000026473.18	Glul	Genic
chr1	177276336	177276337	trunc:chr1:177276336:+	298	+	4	9	0.4444	6.663e-05	0.001024	3'UTR	ENSMUSG00000063659.12	Zbtb18	Genic
chr1	63634621	63634622	trunc:chr1:63634621:+	266	+	4	11	0.3636	0.0001448	0.002168	3'UTR	ENSMUSG00000025964.16	Adam23	Genic
chr1	66479714	66479715	trunc:chr1:66479714:+	264	+	3	5	0.6	0.0001537	0.002244	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	81283241	81283242	trunc:chr1:81283241:+	260	+	3	5	0.6	0.0001751	0.002494	Deep intronic	ENSMUSG00000054976.15	Nyap2	Genic
chr1	66736935	66736936	trunc:chr1:66736935:+	257	+	3	5	0.6	0.0001895	0.002635	3'UTR	ENSMUSG00000055567.19	Unc80	Genic
chr1	66450344	66450345	trunc:chr1:66450344:+	257	+	4	13	0.3077	0.0001978	0.002687	Deep intronic	ENSMUSG00000015222.19	Map2	Genic
chr1	177276415	177276416	trunc:chr1:177276415:+	256	+	3	5	0.6	0.0002045	0.002714	3'UTR	ENSMUSG00000063659.12	Zbtb18	Genic
chr1	81282804	81282805	trunc:chr1:81282804:+	256	+	3	5	0.6	0.0002094	0.002718	Deep intronic	ENSMUSG00000054976.15	Nyap2	Genic
chr1	66361640	66361641	trunc:chr1:66361640:+	255	+	4	11	0.3636	0.0002176	0.002763	First intron	ENSMUSG00000015222.19	Map2	Genic
